3589544186,1240426662568787972,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:55:37 +0000 2020
53306838,1240426558583500801,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:55:12 +0000 2020
14402160,1240426548827742209,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:55:09 +0000 2020
88708525,1240426391084118017,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:54:32 +0000 2020
235337625,1240426368573140992,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:54:26 +0000 2020
888672024,1240426153434906627,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:53:35 +0000 2020
583127113,1240425845723807745,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:52:22 +0000 2020
28539560,1240425793513119744,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:52:09 +0000 2020
16017195,1240425700873691137,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:51:47 +0000 2020
737517318,1240425593629372416,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:51:22 +0000 2020
4583021475,1240425387374587916,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:50:32 +0000 2020
222554961,1240425360614928395,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:50:26 +0000 2020
4888751744,1240425159518867456,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:49:38 +0000 2020
1061092103957217281,1240425135275999237,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:49:32 +0000 2020
136160953,1240425073778933760,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:49:18 +0000 2020
65064115,1240424978962616328,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:48:55 +0000 2020
18273634,1240424811639255042,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:48:15 +0000 2020
339851190,1240424721931526149,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:47:54 +0000 2020
338155139,1240424651412692998,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:47:37 +0000 2020
1036276542,1240424649529233409,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:47:37 +0000 2020
1434338654,1240424363649892353,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:46:28 +0000 2020
19129718,1240424321400496129,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:46:18 +0000 2020
180705418,1240424293676265474,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:46:12 +0000 2020
613825642,1240424285702746113,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:46:10 +0000 2020
767032683503288321,1240424281156153347,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:46:09 +0000 2020
26429744,1240424233697783819,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:57 +0000 2020
709052948559630337,1240424227536166912,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:56 +0000 2020
1139035200724377600,1240424209731530753,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:52 +0000 2020
2471894028,1240424181902110722,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:45 +0000 2020
24933067,1240424139074072577,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:35 +0000 2020
18183371,1240424129679015939,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:33 +0000 2020
1005103898556760064,1240424085194264580,"RT @PolitiFact: Amid school closures due to the coronavirus, free internet is available for 60 days to households with students that aren’t…",Wed Mar 18 23:45:22 +0000 2020
